applicationId,siteNo,fieldno,cropCode,cropCode_desc,cropText,fieldArea,site_slope,usageY,usageM,usageD,cropStage,cropHeight,productName,activeSubstance,activeSubstance_desc,applicationCode,lowdrift,speed,nozzleType,nnozzles,nozzleSpacing,nozzleOrientation,dropletSize,nBar,boomHeight,boomWidth,formulation,volume,doseRate,amount,sprayRound,treatedArea,startTime,hours,icBuffer
PA8349,1,1,A05SA,Rape for seeds (as plant),flowering,6,0,2019,4,29,63,1.1,Pirimor G,RF-0347-002-PPP,Pirimicarb,HD,"twin flat spray air-injector compact nozzles IDKT 120-03, low wind, coarse droplets, buffer",5,Twin jet,54,50,0,Coarse,3.3,1.6,27,WG,300,3,0.9,1,6,09:30,1,27
